contreg,eixox,eixoy,eixoz,gps_fix,gps_speed,gps_direction,gps_alt,gps_rtc
0,1.2262482777809,-6.3717809273295,-7.3575015410477,3,0.00063876108126936,90,0,00000000000.00
1,0.59956076501161,-3.115412165517,-3.597368781021,3,1.054616310026,90,0,00000000000.05
2,-0.10745304679255,-1.2889608594244,-0.834119932223,3,3.9419944050232,90,0,00000000000.10
3,0.12492728408306,-2.9581145841034,-2.2303102409972,3,5.2831503111292,90,0,00000000000.15
4,1.2643918725811,-8.9588682568611,-9.5783374379434,3,12.937575500819,90,0,00000000000.20
5,2.5740446231549,-11.939729928108,-15.340485812756,3,4.6540724863677,90,0,00000000000.25
6,2.891241901132,-11.333554444824,-15.554302564571,3,6.1599502379014,90,0,00000000000.30
7,2.4118231395232,-9.1827647124222,-12.220982813025,3,8.2563454442937,90,0,00000000000.35
8,1.744096666622,-6.1723992090743,-8.2409145121587,3,7.2072520450091,90,0,00000000000.40
9,1.0538775904591,-4.1119407772003,-4.9055966081233,3,6.4229986555067,90,0,00000000000.45
10,0.51128186651005,-3.4034560214949,-3.6586968353078,3,9.3665854344445,90,0,00000000000.50
11,0.60415189404809,-3.9155113513665,-4.4120669131955,3,8.3105615730667,90,0,00000000000.55
12,0.68952221407962,-5.1482135778676,-6.1626133375864,3,5.6007623945095,90,0,00000000000.60
13,1.0227476692198,-6.4109896058585,-7.8217485929754,3,5.7070957768247,90,0,00000000000.65
14,1.3143609352108,-7.1677683242073,-8.8942391298654,3,7.5584407591245,90,0,00000000000.70
15,1.4729939167176,-7.2881026457127,-9.1935661911295,3,8.9163447403844,90,0,00000000000.75
16,1.5853929046029,-7.0648115497964,-8.6783315589699,3,8.6302061751261,90,0,00000000000.80
17,1.4745934631636,-6.490986485928,-7.972025865155,3,12.789235139073,90,0,00000000000.85
18,1.2119917089012,-6.0792930330672,-7.3814775082699,3,6.5149961023979,90,0,00000000000.90
19,1.1346587605145,-5.7731752335728,-7.0268606223446,3,11.225017214264,90,0,00000000000.95
20,1.0116638833705,-5.7849490130018,-6.8832306647256,3,12.397374696171,90,0,00000000001.00
21,1.0631781264934,-5.7390674085427,-7.0844601268811,3,7.1290065295481,90,0,00000000001.05
22,1.0066279896181,-6.0121726183027,-7.2446527243803,3,12.431647864337,90,0,00000000001.10
23,1.2071724640524,-6.158693401056,-7.5132978305424,3,5.6892188397351,90,0,00000000001.15
24,1.3408373870117,-6.2151538981378,-7.7454546512867,3,4.4636389419897,90,0,00000000001.20
25,1.2746117403682,-6.394428362962,-7.7711614814315,3,5.8082805045329,90,0,00000000001.25
26,1.2723681843925,-6.412268777354,-7.7986639014149,3,4.5312711144479,90,0,00000000001.30
27,1.308313858021,-6.3711192226717,-7.6773549508815,3,9.9329003106005,90,0,00000000001.35
28,1.2252336018841,-6.2173313302138,-7.5714370364851,3,2.5427176367114,90,0,00000000001.40
29,1.1464998279964,-6.0745949765627,-7.4759764771212,3,8.8963375105425,90,0,00000000001.45
30,1.2419743571983,-6.0820367092417,-7.3383605347421,3,10.147289799723,90,0,00000000001.50
31,1.1825722779043,-6.031348083542,-7.3534596012659,3,3.7136116593288,90,0,00000000001.55
32,1.1950977510307,-6.0919743863021,-7.4255150941189,3,11.074465857274,90,0,00000000001.60
33,1.2072835242642,-6.1426811727912,-7.4848780578666,3,11.030805556883,90,0,00000000001.65
34,1.2240011129304,-6.2187348332671,-7.5741788500146,3,1.9972477558671,90,0,00000000001.70
35,1.2340207463735,-6.2632296984785,-7.6265489785429,3,5.2068609240135,90,0,00000000001.75
36,1.1791324381384,-6.22710183488,-7.6586376963272,3,10.868847133846,90,0,00000000001.80
37,1.2253361637777,-6.2141471384824,-7.5695222373627,3,9.2585760597054,90,0,00000000001.85
38,1.2184271475861,-6.1844258425704,-7.5346088183438,3,10.473938915562,90,0,00000000001.90
