contreg,eixox,eixoy,eixoz,gps_fix,gps_speed,gps_direction,gps_alt,gps_rtc
0,-1.2335178125908e-07,-1.4555909952108e-07,-9.8100001920853,3,0.00063907622679052,90,0,00000000000.00
1,-6.1020519070339e-08,-1.2805685070281e-07,-4.7965280296067,3,6.3773946306085,90,0,00000000000.05
2,0.060486779003566,-0.51420901322303,-1.4493669626138,3,9.8121884318628,90,0,00000000000.10
3,0.25944288286233,-0.80192626603112,-3.6097013539683,3,11.612191251567,90,0,00000000000.15
4,0.038471816870558,-0.63055209381678,-13.160781309754,3,10.127871776826,90,0,00000000000.20
5,-0.5696302707762,0.85216570323291,-19.582179376212,3,11.329801986479,90,0,00000000000.25
6,-0.70081886533484,1.5297182109061,-19.388499680149,3,12.42243326591,90,0,00000000000.30
7,-0.32554201516077,1.1192513098178,-15.431589645323,3,10.206519647984,90,0,00000000000.35
8,-0.13978413398937,0.84372407940223,-10.40778445937,3,7.9002474866378,90,0,00000000000.40
9,0.11813316253266,0.23873568309888,-6.4817165671219,3,7.5909014100649,90,0,00000000000.45
10,0.027852155240406,-0.21081055910202,-5.018546007624,3,10.944847784231,90,0,00000000000.50
11,-0.057453752560409,-0.14430592315309,-5.9277687200194,3,15.243737527459,90,0,00000000000.55
12,-0.33492270314036,-0.10128656386806,-8.0520125006767,3,11.357898768345,90,0,00000000000.60
13,-0.36777466884208,0.044342473924424,-10.158215166937,3,9.8389855261239,90,0,00000000000.65
14,-0.35761522060411,0.22516670673294,-11.490594049897,3,13.354048551684,90,0,00000000000.70
15,-0.33619599566237,0.38260437942778,-11.813060750751,3,10.280864747447,90,0,00000000000.75
16,-0.090968470657811,0.37206294343322,-11.295652411805,3,5.8779758275109,90,0,00000000000.80
17,-0.073201674401494,0.34966609176903,-10.379416375095,3,12.299241516871,90,0,00000000000.85
18,-0.14933461370779,0.18392709025156,-9.6362228584966,3,6.9367034749052,90,0,00000000000.90
19,-0.16312351315813,0.17141059565643,-9.1617624580396,3,4.8846308878149,90,0,00000000000.95
20,-0.17791135788571,0.022027453132649,-9.0463147858511,3,6.0764067709222,90,0,00000000001.00
21,-0.25975708780101,0.17129826942812,-9.1738752388697,3,4.143108764213,90,0,00000000001.05
22,-0.26258630012916,0.03361765106488,-9.4643714999008,3,3.3631095963446,90,0,00000000001.10
23,-0.18541847231673,0.18810519229773,-9.7860428513138,3,9.4987518307307,90,0,00000000001.15
24,-0.17586001814915,0.34030836671057,-10.01355563226,3,9.9473893960831,90,0,00000000001.20
25,-0.16075133280985,0.19637703894151,-10.140997807318,3,8.2945028403009,90,0,00000000001.25
26,-0.16846307626309,0.1956807298309,-10.172934719529,3,13.264303550038,90,0,00000000001.30
27,-0.095114922289866,0.19241074001142,-10.059747367122,3,7.268971495738,90,0,00000000001.35
28,-0.17460909191979,0.18850868778402,-9.8700053027177,3,9.0847983482051,90,0,00000000001.40
29,-0.24773522733292,0.18524288891592,-9.695859165407,3,5.9771946924021,90,0,00000000001.45
