contreg,eixox,eixoy,eixoz,gps_fix,gps_speed,gps_direction,gps_alt,gps_rtc
0,-2.452500280852,-4.2478551933164,-8.4957085239877,3,0.00063427402391868,90,0,00000000000.00
1,-1.1991420191189,-2.0769745056278,-4.1539494769169,3,7.2005925739624,90,0,00000000000.05
2,-0.53262836098294,-1.0432743670354,-0.9981877627712,3,9.9147792564087,90,0,00000000000.10
3,-1.0249884312279,-2.2942166617093,-2.7251386651936,3,3.4184631678475,90,0,00000000000.15
4,-3.5299005172915,-6.190829150628,-11.082213776938,3,4.101613388788,90,0,00000000000.20
5,-5.0199280902591,-7.5555775451153,-17.384781607777,3,4.5931311694817,90,0,00000000000.25
6,-4.7919761907395,-6.897649400141,-17.555755660549,3,2.5905249285346,90,0,00000000000.30
7,-3.6551752719898,-5.6798664949153,-13.923776605993,3,4.6448677076239,90,0,00000000000.35
8,-2.357648107931,-3.8042539320728,-9.4351559121227,3,14.886700771704,90,0,00000000000.40
9,-1.4144409707408,-2.6865542055906,-5.7328512963137,3,16.467702061663,90,0,00000000000.45
10,-1.3217999903375,-2.3451281063244,-4.2407836613432,3,6.1766568324765,90,0,00000000000.50
11,-1.5946787723074,-2.6459322451218,-5.0614743883394,3,3.048341885724,90,0,00000000000.55
12,-2.3469127531233,-3.3951258071219,-6.92260325602,3,9.2113922630546,90,0,00000000000.60
13,-2.8388545431368,-4.1814919437691,-8.8194427548055,3,6.842861272421,90,0,00000000000.65
14,-3.0845295104096,-4.6280154622823,-10.063745534745,3,7.0323940586464,90,0,00000000000.70
15,-3.0787471616491,-4.6601540058219,-10.421712387812,3,9.4820342544761,90,0,00000000000.75
16,-2.7422705759706,-4.5661430499765,-9.968390214827,3,7.6321733017862,90,0,00000000000.80
17,-2.5021230079157,-4.1950315107157,-9.1652428103356,3,3.5890874159527,90,0,00000000000.85
18,-2.4587403746361,-3.9599945750463,-8.4371767655983,3,3.2813619823465,90,0,00000000000.90
19,-2.3579605666399,-3.7568172518186,-8.0199908381146,3,9.6222318474015,90,0,00000000000.95
20,-2.4061166935489,-3.8116940349374,-7.8453529625079,3,12.294944823619,90,0,00000000001.00
21,-2.4442506258778,-3.7140523182073,-8.030457040711,3,10.131223739341,90,0,00000000001.05
22,-2.5789417498503,-3.9416861710828,-8.2131936970419,3,4.1829157626477,90,0,00000000001.10
