contreg,eixox,eixoy,eixoz,gps_fix,gps_speed,gps_direction,gps_alt,gps_rtc
0,1.2532128072897e-06,-9.6609625101936,-1.703494496757,3,0.00092569270711461,90,0,00000000000.00
1,-7.6942254465822e-07,-4.7245968683116,-0.83307655995069,3,2.4043529327349,90,0,00000000000.05
2,0.13373196362953,-1.5169282421811,0.25468859776005,3,3.5309260668067,90,0,00000000000.10
3,0.18630488763885,-3.6852053013207,0.16471994549435,3,2.9499750760666,90,0,00000000000.15
4,0.062992254889007,-13.102648157407,-1.669246856932,3,1.1953034725319,90,0,00000000000.20
5,-0.56729759887589,-19.171084298077,-4.390961282012,3,0.60991160151814,90,0,00000000000.25
6,-0.71952418731923,-18.898247774867,-4.8340244716636,3,1.5980584408466,90,0,00000000000.30
7,-0.26736974726817,-14.855911249619,-4.0564125339714,3,1.6787380564378,90,0,00000000000.35
8,0.013643265708646,-9.8893963691227,-2.5994399259133,3,1.080224968021,90,0,00000000000.40
9,0.20401920969134,-6.3178797045612,-1.230762165255,3,0.2763174875502,90,0,00000000000.45
10,0.024967429177287,-5.0905460867865,-0.68370918988328,3,0.47954106442519,90,0,00000000000.50
11,-0.13502305314301,-5.9994405079899,-0.61312582691254,3,0.77435222937463,90,0,00000000000.55
12,-0.33813387412128,-8.0085113566051,-1.3324495470571,3,0.70171026195512,90,0,00000000000.60
13,-0.52871564220218,-10.065817727375,-1.6954450761269,3,0.39563192468558,90,0,00000000000.65
14,-0.23540736920594,-11.267072917315,-2.3651466512843,3,0.062837808681115,90,0,00000000000.70
15,-0.32140758341012,-11.463401294655,-2.4117917073878,3,0.2097082439574,90,0,00000000000.75
16,-0.16228350389147,-10.934931638016,-2.4556416317469,3,0.31737240324201,90,0,00000000000.80
17,-0.14542835597708,-10.211430005,-2.0091884280847,3,0.2901063730872,90,0,00000000000.85
18,-0.15061409079347,-9.4774621693878,-1.8577198779735,3,0.18641607435102,90,0,00000000000.90
19,-0.16519266443809,-9.0800538071592,-1.6273098690502,3,0.058957372626035,90,0,00000000000.95
20,-0.32570560778399,-8.8998093699196,-1.7421412385542,3,0.070871047848594,90,0,00000000001.00
21,-0.18744262907694,-9.0089259115465,-1.7639695760212,3,0.13512024543535,90,0,00000000001.05
22,-0.1655617446465,-9.2444210579009,-1.8143742647645,3,0.14917149073767,90,0,00000000001.10
23,-0.32984207680268,-9.5432647627718,-1.8743775127518,3,0.11089041127322,90,0,00000000001.15
24,-0.15166503006135,-9.8130390975019,-2.0749777501227,3,0.049962416850394,90,0,00000000001.20
25,-0.17358059170413,-9.9839842792757,-1.8093147387029,3,0.029930627066905,90,0,00000000001.25
26,-0.16974902895074,-10.051728680136,-1.9686966199395,3,0.077853096290303,90,0,00000000001.30
27,-0.16859247188716,-9.8863071722894,-1.9370359612733,3,0.081475516570806,90,0,00000000001.35
