contreg,eixox,eixoy,eixoz,gps_fix,gps_speed,gps_direction,gps_alt,gps_rtc
0,7.6442806784129e-08,-9.7726709224226,-0.85499861174735,3,0.00063488862817645,90,0,00000000000.00
1,2.9315996153751e-08,-4.7782782989627,-0.41804559638693,3,10.906432169517,90,0,00000000000.05
2,0.060487477495464,-1.4886731971779,0.38593103440247,3,9.6362734180736,90,0,00000000000.10
3,0.25935871458864,-3.6658598697196,0.48420488630007,3,6.7414588606358,90,0,00000000000.15
4,0.03840396493105,-13.165646538653,-0.5189539851,3,5.4346046357593,90,0,00000000000.20
5,-0.56956956018876,-19.433417365789,-2.5554582194161,3,11.048648001492,90,0,00000000000.25
6,-0.70081938920376,-19.181401489068,-3.2137197778563,3,14.991612797804,90,0,00000000000.30
7,-0.32571288374126,-15.2753044115,-2.4600600586617,3,9.9266120245187,90,0,00000000000.35
8,-0.13965545140912,-10.29466975012,-1.7473833038318,3,5.329596583946,90,0,00000000000.40
9,0.11813282783863,-6.4362461415599,-0.8027472850493,3,11.999776589749,90,0,00000000000.45
10,0.027588183510702,-5.0178223700179,-0.22732586160431,3,4.3478182732172,90,0,00000000000.50
11,-0.057452290092998,-5.9177891334451,-0.37288297292122,3,3.6136162085218,90,0,00000000000.55
12,-0.33541749733845,-8.030135734438,-0.6013664829827,3,5.0393200078058,90,0,00000000000.60
13,-0.36829204761154,-10.115717988553,-0.92920033737159,3,4.836729547975,90,0,00000000000.65
14,-0.35761463852753,-11.427243628735,-1.2257823836851,3,8.7911818572759,90,0,00000000000.70
15,-0.3365784199764,-11.734755152396,-1.4107067166399,3,11.764448135409,90,0,00000000000.75
16,-0.091803146647792,-11.22022832536,-1.3552154934816,3,7.8089868267574,90,0,00000000000.80
17,-0.072083592599944,-10.309347393199,-1.2539037839052,3,8.2737789002684,90,0,00000000000.85
18,-0.14989545904596,-9.5835295610502,-1.0229469722414,3,8.8253260930729,90,0,00000000000.90
19,-0.16312192699945,-9.1119581230824,-0.96926007007038,3,4.5655877102113,90,0,00000000000.95
20,-0.17874810752351,-9.0099559542651,-0.81041387391174,3,2.0318222671931,90,0,00000000001.00
21,-0.25975595275168,-9.1240364449789,-0.97020280130176,3,10.192334815858,90,0,00000000001.05
22,-0.26258592177938,-9.4254263856479,-0.85836458599512,3,10.726388374763,90,0,00000000001.10
23,-0.18541791934398,-9.7324079867892,-1.0403006541959,3,5.5857456396276,90,0,00000000001.15
24,-0.17698914485383,-9.9457767724668,-1.2117223238593,3,12.880957919014,90,0,00000000001.20
25,-0.16075016865669,-10.085294475453,-1.0794773185129,3,3.4005253600668,90,0,00000000001.25
26,-0.16846287253629,-10.11716712641,-1.0815674391017,3,14.696189516647,90,0,00000000001.30
27,-0.095112055562702,-10.004698754996,-1.0684445225721,3,7.8074810353079,90,0,00000000001.35
28,-0.17460906281596,-9.8160174669541,-1.0480203866502,3,7.6478929945873,90,0,00000000001.40
29,-0.24773371393381,-9.6428212786243,-1.0295892809433,3,7.9804222901157,90,0,00000000001.45
30,-0.10409936891257,-9.5568993246165,-1.0198364714052,3,7.6248797000436,90,0,00000000001.50
31,-0.17814949996711,-9.5280162189819,-1.016944947779,3,7.9148982668235,90,0,00000000001.55
32,-0.17853073102416,-9.6225119282043,-1.0266613193231,3,5.8309448036265,90,0,00000000001.60
33,-0.17711692521538,-9.7010261428055,-1.0354675559245,3,6.6693461659824,90,0,00000000001.65
34,-0.1762964155142,-9.8188663825745,-1.0477770786391,3,8.7729141114324,90,0,00000000001.70
35,-0.17569767699057,-9.8879164976219,-1.0551986714684,3,12.533870673686,90,0,00000000001.75
36,-0.24855525682092,-9.8816058561561,-1.0554738772761,3,5.218580718616,90,0,00000000001.80
37,-0.17495292455647,-9.8124356005022,-1.0489400676489,3,2.3481604188886,90,0,00000000001.85
38,-0.17554712288277,-9.7663463111188,-1.0438726253458,3,10.585311466746,90,0,00000000001.90
39,-0.17617129815301,-9.7274952604414,-1.0392551282402,3,4.5878653896006,90,0,00000000001.95
40,-0.17638534226394,-9.6931266651028,-1.0358993403326,3,3.8666880449987,90,0,00000000002.00
41,-0.17600176834865,-9.6598402665445,-1.03327964647,3,8.1518968143159,90,0,00000000002.05
42,-0.17648231622242,-9.7072902181448,-1.0379853863853,3,4.1362510988474,90,0,00000000002.10
43,-0.17642108176604,-9.7424420557315,-1.0411984491152,3,14.068563244896,90,0,00000000002.15
44,-0.24941154967995,-9.7683374786887,-1.0432927606553,3,12.821506769036,90,0,00000000002.20
45,-0.17632876442022,-9.8071484824972,-1.0461186260432,3,9.7010110411276,90,0,00000000002.25
46,-0.17598516461417,-9.7978929991903,-1.0447962644653,3,13.334482871389,90,0,00000000002.30
47,-0.1760241346413,-9.7901127307715,-1.0439895063234,3,5.2184946285568,90,0,00000000002.35
48,-0.16357134832801,-9.754213041193,-1.0409231268921,3,7.2323237784118,90,0,00000000002.40
49,-0.24892394412763,-9.7214677410248,-1.0385004077446,3,4.9766210558058,90,0,00000000002.45
50,-0.17617883604474,-9.7330189343691,-1.0396397644452,3,6.6330474322067,90,0,00000000002.50
51,-0.17604198984044,-9.7216400356929,-1.0384281138332,3,11.937974149227,90,0,00000000002.55
52,-0.23759682116337,-9.7562507748894,-1.0416486271433,3,7.2465533641344,90,0,00000000002.60
53,-0.16400883708666,-9.749782739916,-1.0410223127416,3,7.4607429162031,90,0,00000000002.65
54,-0.17626272783205,-9.7687267715064,-1.0430158086179,3,10.473126610503,90,0,00000000002.70
55,-0.17571803511901,-9.7579141169287,-1.0419582918846,3,12.705027657454,90,0,00000000002.75
56,-0.17571320388338,-9.7700716012403,-1.0430713387238,3,10.337747814733,90,0,00000000002.80
57,-0.17571040991579,-9.7709787093849,-1.0435541130404,3,5.6402312062457,90,0,00000000002.85
58,-0.17479954737725,-9.7103486813346,-1.0383778224166,3,7.6855380017019,90,0,00000000002.90
59,-0.17563540934827,-9.7474134553987,-1.0415085795178,3,9.988058837261,90,0,00000000002.95
60,-0.1759944050799,-9.7621209007984,-1.0420224367239,3,7.8663092265173,90,0,00000000003.00
61,-0.17591598481246,-9.7557143331119,-1.0409662005591,3,11.396010051803,90,0,00000000003.05
62,-0.2489040953162,-9.7416858218368,-1.0396295198974,3,5.557421101485,90,0,00000000003.10
63,-0.16406445450402,-9.7768087884251,-1.04304235131,3,10.160526994305,90,0,00000000003.15
64,-0.17561173338331,-9.7446511527736,-1.0404042638274,3,4.6444635222338,90,0,00000000003.20
