contreg,eixox,eixoy,eixoz,gps_fix,gps_speed,gps_direction,gps_alt,gps_rtc
0,0.85175126470689,-9.6609606475486,-1.4752746091792,3,0.00092569270711461,90,0,00000000000.00
1,0.41654089931996,-4.7245977996341,-0.72146919621627,3,2.4043529327349,90,0,00000000000.05
2,-0.011524638828757,-1.5168987891061,0.28718960038696,3,3.5309260668067,90,0,00000000000.10
3,0.078986256880873,-3.6852022745224,0.23580057648865,3,2.9499750760666,90,0,00000000000.15
4,0.88921901038832,-13.102757122144,-1.4140432960203,3,1.1953034725319,90,0,00000000000.20
5,1.7042622557679,-19.170911072086,-4.0866912264179,3,0.60991160151814,90,0,00000000000.25
6,1.7938978583656,-18.898244049577,-4.546162922071,3,1.5980584408466,90,0,00000000000.30
7,1.7965567841899,-14.855880515976,-3.6468268968275,3,1.6787380564378,90,0,00000000000.35
8,1.3115386786978,-9.8893935751551,-2.2443638979806,3,1.080224968021,90,0,00000000000.40
9,0.79207054535337,-6.3178806358837,-0.96386555893613,3,0.2763174875502,90,0,00000000000.45
10,0.36347847800944,-5.0905409645125,-0.5796284838011,3,0.47954106442519,90,0,00000000000.50
11,0.18963186275566,-5.9994419049737,-0.59849847525039,3,0.77435222937463,90,0,00000000000.55
12,0.37339683012735,-8.0085113566051,-1.3230071007522,3,0.70171026195512,90,0,00000000000.60
13,0.3893250938453,-10.065853117631,-1.732616603036,3,0.39563192468558,90,0,00000000000.65
14,0.97902743152306,-11.26705615351,-2.16590509707,3,0.062837808681115,90,0,00000000000.70
15,0.92788996657134,-11.46339943201,-2.249217252517,3,0.2097082439574,90,0,00000000000.75
16,1.0872847117004,-10.934928844048,-2.2077966829784,3,0.31737240324201,90,0,00000000000.80
17,0.87721606740912,-10.211596711733,-1.8124629581015,3,0.2901063730872,90,0,00000000000.85
18,0.79898218088961,-9.4774416802921,-1.6839888776807,3,0.18641607435102,90,0,00000000000.90
19,0.6705963432785,-9.0800528758367,-1.4918938269032,3,0.058957372626035,90,0,00000000000.95
20,0.58900533007526,-8.8998093699196,-1.6715979806599,3,0.070871047848594,90,0,00000000001.00
21,0.71966208126138,-9.008926842869,-1.6213666343226,3,0.13512024543535,90,0,00000000001.05
22,0.7638110765681,-9.2444210579009,-1.654080735186,3,0.14917149073767,90,0,00000000001.10
23,0.65074013947719,-9.5432209906129,-1.7887001473236,3,0.11089041127322,90,0,00000000001.15
24,0.90524939944249,-9.8129981193106,-1.8735067261859,3,0.049962416850394,90,0,00000000001.20
25,0.75433556831338,-9.9839805539856,-1.6537054122063,3,0.029930627066905,90,0,00000000001.25
26,0.83734521856103,-10.05172681749,-1.7898223909727,3,0.077853096290303,90,0,00000000001.30
27,0.82251565349447,-9.8863043783218,-1.7618254387257,3,0.081475516570806,90,0,00000000001.35
28,0.79861669500409,-9.6462541334713,-1.7237826595894,3,0.061438325497839,90,0,00000000001.40
29,0.78211738505588,-9.5139942269645,-1.7035118426391,3,0.025918376594766,90,0,00000000001.45
30,0.77134448630869,-9.4327568252845,-1.6909579641755,3,0.010543544197865,90,0,00000000001.50
