contreg,eixox,eixoy,eixoz,gps_fix,gps_speed,gps_direction,gps_alt,gps_rtc
0,-0.005059258038731838,0.007632026312978929,0.9992966499695962,3,19.735710036585385,180.32768947710414,49.49257820103114,0
1,0.020403264504016666,-0.004200243931077515,1.0076448879760977,3,16.697060483225908,276.46277229830554,49.91142760474402,1
2,-0.0030346490152357002,-0.0009833169388598353,1.0006044851128089,3,21.35008218485306,252.01342195706516,49.77893873435562,2
3,-0.0012597643112095573,-0.013126036240557073,1.0125760384114382,3,19.10965413293425,219.83590097515685,50.30520314443231,3
4,-0.01833061537126897,0.008886546621470254,1.014359447534142,3,21.67778700441263,107.06570932440255,50.16051697655699,4
5,-0.0037222422417206224,-0.0070167655660285265,1.0012169011152805,3,18.80134696837236,116.60256167791023,48.80796636535137,5
6,-0.006180867860321094,0.010500221593563988,1.0017381888934909,3,19.816690652476886,148.5910978041862,50.393433699898196,6
7,-0.0008519487187211824,-0.0033484089292198844,0.993778361728126,3,23.416839448091164,204.51575586209887,49.45310978825031,7
8,0.008585380230350081,0.024283175561059203,0.9938984613624904,3,21.054066000865156,66.75650890316841,49.55979537441707,8
9,-0.010791500717003029,0.010448012930629308,0.9956434715350642,3,21.65784126585468,221.70535686403048,49.98763724881818,9
10,0.004193746831828667,0.001983896033663574,0.9941419216292694,3,22.006211353034175,14.866831166797937,50.57072450683911,10
11,-0.017856099953351363,0.003284124816129261,0.9968594852956186,3,17.852411574426323,297.2728757774203,50.416239044699346,11
12,-0.00460603204120441,-0.017760044324211438,0.9990356955352107,3,17.905894416675245,105.09285845132969,49.28702256505695,12
13,0.005351698250739354,0.010995092249249496,0.99406669289495,3,19.795084892386985,32.37515226805195,50.02685652238148,13
14,-0.0010733433087707408,0.0013254470333761645,1.0045115449307827,3,19.171879448386147,126.45401910403696,49.824558303650576,14
15,-0.011054649313722529,0.016826934888182262,1.0043902282476294,3,18.918564916382678,159.36182250815506,50.28642861184514,15
16,-0.002979270162946499,-0.011769380464818978,0.9968850450511487,3,18.64402116561777,347.0954759631406,50.638862680640344,16
17,-0.02103624635919959,0.011271088553350754,1.0067297966728144,3,21.924406485834464,319.6125008578096,50.0789825448565,17
18,-0.0254461547605026,-0.014648547362102325,0.9913860164696292,3,18.611285130593497,288.917640051976,50.04817993255479,18
19,0.0009386662814499168,-0.015691545949105733,1.0052563679103623,3,17.450873921970114,111.06580823659743,50.127203913327506,19
20,0.014475901034405504,0.003217556299897416,0.997755845483867,3,20.534094915146554,253.4300844829148,50.65310831029412,20
21,-0.004617645065726718,-0.0037806535922309294,1.0008763707380115,3,22.91354844859998,107.36202423057898,49.86967338208393,21
22,0.02059263400809738,0.006281915994494977,0.9900528517574647,3,16.00246228967954,286.2694024580937,49.95000850856452,22
23,0.0029939824998262738,0.004524502541505914,1.0084142262408027,3,20.44025393051129,163.2615447424303,50.45852094406801,23
24,-0.014817521039549655,0.0035931787978096237,0.983626814836658,3,19.45684290712597,35.89477722265062,49.822874903133865,24
25,-0.00247535438617263,0.0050629451311232435,0.9978937223829322,3,19.746206373000653,4.33734651994957,49.23247546066586,25
26,0.012339110048814543,-0.009242364138930193,1.0121358108347491,3,20.401339447104622,59.3933622074771,49.84429794914827,26
27,-0.012559263798902803,-0.01172992019392113,0.9993923402536162,3,17.879209848156037,206.2440761789726,49.94264981542992,27
28,0.008160485706404642,-0.004955502030137613,1.004834877223437,3,18.220747930210017,6.601972115753214,50.063587218273966,28
29,-0.005691415153927084,0.008968854464889119,0.9966434403216655,3,18.666553276223237,194.18334722113104,49.876825238433625,29
30,0.001931866277513449,0.006312171677992073,1.0043087838507727,3,17.57573046059548,317.38688826583535,50.1609870336648,30
31,0.01070525216610419,-0.0041164768051522626,1.0137429998435734,3,20.065593095095252,101.42547749656319,50.49302159281132,31
32,0.017673690546628935,0.010200818636027257,0.9949282325791562,3,18.375559782580456,253.18215302879065,49.50920765094033,32
33,0.006368187971038142,0.0049400350141290935,0.9892522808510757,3,21.78984259195137,221.79286833210742,49.99892973212929,33
34,0.004290964612228336,0.01253896504803582,1.0078215848795784,3,16.81604557571572,266.52646186515153,49.34248621269327,34
35,-0.012135325098653685,-0.005252477985262341,1.0078355021900343,3,17.907565776749244,14.033685007761601,49.55145253319978,35
36,0.006707369827209866,-0.0035967612248453884,0.9926588826287683,3,17.57842142490064,343.96197525518545,50.613820102950584,36
37,-0.0012438154615922053,-0.019329600890038334,0.980682552212284,3,19.95207280927907,132.40902181356012,50.387059894373074,37
38,0.018775321821917955,-0.002145737866919029,0.994796941001736,3,15.789284032357774,353.092628543932,49.90928605704871,38
39,0.017235581848515886,0.018483288642736764,0.9883678896595777,3,18.407807332688254,354.3609777800646,49.59961656222064,39
40,0.0015688430534934706,-0.014639936940899425,0.9883033249686962,3,23.783099225693952,342.46276279354214,49.6414334201335,40
41,0.002442525777818302,-0.004653968191153576,1.0060894707503758,3,20.909789299233775,226.56938707355454,49.517588312923394,41
42,0.0025417559884932006,0.0004963391812054344,0.9967345778668515,3,19.336096860887604,263.10313614090796,49.71507212471402,42
43,0.006025867328842218,0.008974209973203709,0.9806634912098424,3,19.52973937397615,157.61328913430214,50.2806666789054,43
44,-0.007010482696219868,-0.018878415426520388,1.0042078042634242,3,19.54417589692439,161.7226310015246,50.08457090271435,44
45,0.006240473775610904,0.005473788240899835,1.0142888739616787,3,18.044979344750075,172.76811042119073,50.10889411823105,45
46,-0.0017005442095853697,-0.000881159504630583,1.015156732075591,3,20.76068727339138,281.26713629198997,50.421627452458004,46
47,-0.010141148025069966,-0.0012886389517301287,0.9879360501883157,3,16.404610578497834,161.50928330791345,49.227408047968225,47
48,-0.014810325672037966,-0.001793294134332384,0.9809483235562486,3,20.374097212381294,64.31284870013127,50.166255151427514,48
49,0.010634458375875093,-0.00434360357693876,0.9872256882794915,3,15.739259199007437,239.0065243929925,49.51245975864558,49
50,-0.006523066196462402,0.003922059271348912,0.9974918140882664,3,22.045351828954267,9.725514846846078,49.230547077343466,50
51,0.006970234935257645,-0.01146706313015923,0.997868587052609,3,19.754830918393374,47.613388391008726,49.943253821719765,51
52,0.001082675290831204,0.008578648028466331,0.99608581828926,3,18.67413899213937,25.142865990480807,50.26999805068703,52
53,-0.0055715303994481,0.02468794717200774,0.9904969788722326,3,16.778187383487214,48.20448211781288,50.98583153115411,53
54,-0.0032534791017736517,0.001265983097575151,0.9938210256692352,3,19.272218815195327,98.72047754723157,49.61749680426725,54
55,-0.021150454355238026,0.012713669399808478,0.983598329564276,3,19.683382480332337,222.24444864904444,50.04730439941704,55
56,-0.009634814227735631,-0.005631898821687629,0.9843464377665024,3,17.799631848401773,119.92832123623455,49.5195315570702,56
57,0.0013881451887777655,0.003359496468696928,1.0056916711458999,3,19.48407337198907,273.8674566381471,49.72495935212468,57
58,-0.010213519429455014,0.01582856416378586,1.0072756216475396,3,19.22497000689769,97.22445698522634,48.32738420576846,58
59,-0.0004443156983202847,-0.002011908350646375,0.9790682259713455,3,19.883734948629584,188.53053767169277,49.59471461842809,59
60,0.0018235432451731968,-0.013863938289893844,0.9968130209491838,3,22.349590167717245,292.8979885473868,49.65136622005974,60
61,0.0008858582839302609,0.0025939170312981995,0.9899196514008,3,19.628881038416868,228.43568191057003,49.87956003791367,61
62,0.005057271350322773,0.006570888810525745,1.0037632300894699,3,18.22277461006768,224.91501531186378,49.95684402642306,62
63,-0.00130448150064116,-0.0021108601911253035,0.9935587758983406,3,19.256887466724706,286.183031154151,49.8990554259916,63
64,-0.009571448860997075,0.011242149593014698,0.999520686202501,3,16.141558697961127,252.09766594177162,50.08298183946624,64
65,0.008415083015014115,-0.026547759743990353,1.0075063941556937,3,19.311066812934303,243.86933214101524,49.417714798780814,65
66,-0.01648724586665464,0.003903142912523703,0.9878131629972081,3,22.753144377656668,333.7699349943609,49.42804331248903,66
67,0.004143360204681498,-0.01638598069142269,0.9947090589641313,3,22.66828013679008,197.0885729867096,49.57182778733717,67
68,0.0022035296405177093,0.009360336304768324,0.99887470800527,3,21.886876670132253,314.9602022705648,50.582394098245025,68
69,0.005666486496298762,-0.01227497742650904,1.0129091276340947,3,23.926647065132734,27.73426322292813,49.953445017651916,69
70,0.005310215409168574,-0.0006695868732915661,1.009029845479976,3,21.169303844287295,344.2498773351649,50.47364089987674,70
71,-0.007546478706094195,0.017545158878700264,1.0003286305647665,3,19.681300955126055,336.365270386291,50.42002835928556,71
72,0.010526881150136055,-0.00862444071553801,0.9906915501828719,3,21.34841713992807,81.26090428378755,50.88519166668343,72
73,-0.006227197646299328,0.014859772298673864,0.9883871516368157,3,17.834604581966808,128.9818022630989,50.90123183652286,73
74,-0.009736900791430083,-0.0031375224895698124,1.011767775155002,3,19.405992219763363,111.2940121833732,49.48373285378116,74
75,0.0037122693126261474,-0.0011659863569725179,0.9934488689101394,3,17.88591762272395,120.42834529248861,49.77276536382031,75
76,0.005366900801200168,0.0032724522281760092,1.0222679328473028,3,22.776169468547955,322.04651188045733,49.739947976960266,76
77,0.01625880682360102,-0.0014266571185541884,0.9985172471632486,3,21.147593885426303,295.1144587445373,50.56423449378667,77
78,0.006331407549811181,0.0033390269985703915,1.0198534522336342,3,17.5395516539536,32.57089490157823,50.17371506547817,78
79,0.005525482817848134,0.0032102991167961164,0.9906124672634629,3,20.810861286077575,286.68678944308914,49.885661045319225,79
80,-0.01627145838920927,-0.008718372872977203,1.0102074223592243,3,19.625405974641524,298.0427578327938,50.3252129919048,80
81,-0.003695735889790825,-0.010332347432539454,1.004567802291237,3,18.619997294207785,157.53219472707835,50.827090195082086,81
82,0.0020783965033659584,-0.008547484995175901,0.9990841626581513,3,18.91564779429369,43.16310660409291,49.932965146750824,82
83,-0.009593467318185193,-0.004364710328240758,0.9880563568421353,3,18.704721821008278,165.88818101462948,49.36912623878067,83
84,-0.003025403460680668,0.024266117708963298,1.008008153941407,3,20.922548383608362,26.754152167755166,49.37927678697435,84
85,0.009201466520363119,0.001418084474895839,1.0076074200525031,3,18.03386545551146,67.71924793867439,49.77391949936111,85
